Rating,Location,Size,Type of ownership,Sector,Revenue,Years Founded,Min_Salary,Max_Salary,Seniority,HQ_Same,SQL,Excel,Python,Tableau,R,SAS
4.1,CA,10000+ employees,Company - Public,Business Services,$1 to $2 billion (USD),54.0,65,120,Not specified,0,1,0,0,0,0,1
3.3,CA,5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,$2 to $5 billion (USD),68.0,65,120,Not specified,1,1,1,0,1,0,0
3.5,CA,1 to 50 employees,Company - Private,Information Technology,,13.0,65,120,Not specified,0,0,0,0,0,0,1
4.5,CA,501 to 1000 employees,Company - Private,Information Technology,,7.0,65,120,Senior,1,1,1,1,1,1,0
,CA,1 to 50 employees,Company - Private,Business Services,,,65,120,Senior,0,1,1,1,1,0,0
3.9,CA,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,65,120,Senior,0,1,0,0,1,0,0
3.8,CA,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),25.0,65,120,Not specified,0,0,1,0,0,0,0
4.0,CA,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),8.0,65,120,Senior,1,0,1,0,0,0,0
4.1,CA,51 to 200 employees,Company - Private,Information Technology,,4.0,65,120,Not specified,1,1,1,0,1,0,0
,CA,51 to 200 employees,Nonprofit Organization,Non-Profit,,,65,120,Not specified,1,0,0,0,0,1,0
4.1,CA,10000+ employees,College / University,Education,$500 million to $1 billion (USD),152.0,65,120,Not specified,1,0,0,0,1,0,0
5.0,CA,1 to 50 employees,Company - Private,Business Services,,,46,86,Senior,1,1,0,0,0,0,0
4.5,CA,201 to 500 employees,Company - Private,Business Services,$25 to $50 million (USD),23.0,46,86,Senior,0,1,0,0,1,0,0
4.8,CA,201 to 500 employees,Company - Private,Finance,,7.0,46,86,Senior,1,1,0,0,1,0,0
4.1,CA,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),,46,86,Not specified,1,0,1,0,0,0,0
2.7,CA,201 to 500 employees,Company - Private,Health Care,,6.0,46,86,Senior,1,1,1,0,1,0,0
,CA,201 to 500 employees,Company - Private,,,,46,86,Senior,0,1,0,1,1,0,0
3.9,CA,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),18.0,46,86,Senior,0,1,0,0,1,0,0
3.0,CA,501 to 1000 employees,Company - Public,Information Technology,$100 to $500 million (USD),21.0,46,86,Not specified,1,1,1,0,0,0,0
3.8,CA,5001 to 10000 employees,Company - Private,Business Services,,37.0,46,86,Senior,0,0,0,0,0,0,0
3.1,CA,201 to 500 employees,Other Organization,Information Technology,,,46,86,Not specified,0,0,0,0,1,0,0
3.9,CA,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,46,86,Not specified,0,0,0,0,0,0,0
3.9,CA,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),18.0,46,86,Not specified,0,0,0,0,0,0,0
3.2,CA,501 to 1000 employees,Company - Public,Business Services,$100 to $500 million (USD),21.0,46,86,Senior,1,1,0,1,0,1,0
4.4,CA,51 to 200 employees,Company - Private,Information Technology,$5 to $10 million (USD),9.0,46,86,Not specified,1,1,0,0,0,0,0
3.9,CA,501 to 1000 employees,Company - Private,Information Technology,,15.0,46,86,Senior,0,1,0,0,1,0,0
3.5,CA,201 to 500 employees,Company - Private,Insurance,$2 to $5 billion (USD),21.0,46,86,Senior,1,1,0,0,1,0,0
3.6,CA,201 to 500 employees,Company - Private,Information Technology,,16.0,46,86,Senior,0,1,0,0,1,0,0
5.0,CA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,46,86,Junior,0,1,1,0,0,0,1
4.4,CA,5001 to 10000 employees,Company - Private,Information Technology,$100 to $500 million (USD),13.0,46,86,Not specified,0,1,1,0,1,0,0
4.4,CA,51 to 200 employees,Company - Private,Information Technology,,25.0,46,86,Senior,1,1,1,0,1,0,0
4.9,CA,1 to 50 employees,Company - Private,Information Technology,$10 to $25 million (USD),19.0,46,86,Senior,1,1,0,1,0,0,0
5.0,CA,1 to 50 employees,Company - Private,Business Services,,,46,86,Senior,1,1,0,0,0,0,0
4.3,CA,501 to 1000 employees,Company - Private,Business Services,,16.0,47,74,Not specified,0,1,0,0,1,0,0
3.8,CA,5001 to 10000 employees,Company - Public,Finance,$5 to $10 billion (USD),73.0,47,74,Senior,1,1,1,0,0,0,0
3.9,CA,10000+ employees,Nonprofit Organization,Health Care,$5 to $10 billion (USD),39.0,47,74,Not specified,1,1,0,0,0,0,0
4.8,CA,201 to 500 employees,Company - Private,Finance,,7.0,47,74,Senior,1,1,0,1,0,1,0
,CA,51 to 200 employees,Nonprofit Organization,Non-Profit,,,47,74,Not specified,1,0,0,0,0,1,0
3.4,CA,1001 to 5000 employees,Company - Private,Information Technology,$100 to $500 million (USD),8.0,47,74,Not specified,0,1,0,0,0,1,0
3.1,CA,201 to 500 employees,Other Organization,Information Technology,,,47,74,Not specified,0,1,0,0,0,1,0
4.6,CA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,47,74,Senior,1,1,1,0,0,0,0
3.4,CA,201 to 500 employees,Company - Private,Business Services,$50 to $100 million (USD),19.0,47,74,Senior,0,1,0,1,0,1,1
3.0,CA,51 to 200 employees,Company - Private,Business Services,$5 to $10 million (USD),,47,74,Not specified,1,1,0,0,0,0,0
3.6,CA,10000+ employees,Company - Public,Finance,$10+ billion (USD),168.0,47,74,Senior,1,1,0,1,0,0,0
3.2,CA,201 to 500 employees,Company - Private,Government,$10 to $25 million (USD),24.0,47,74,Not specified,1,0,0,0,0,0,0
3.4,CA,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,,23.0,47,74,Not specified,1,0,0,0,0,0,1
3.8,CA,51 to 200 employees,Company - Private,Business Services,,5.0,47,74,Senior,1,1,0,0,0,1,0
3.0,CA,5001 to 10000 employees,Company - Private,,,,47,74,Senior,0,0,0,0,0,0,0
4.6,CA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,47,74,Senior,1,1,1,0,1,0,1
3.0,CA,201 to 500 employees,Company - Private,Business Services,,17.0,47,74,Senior,0,1,0,0,1,0,0
3.7,CA,5001 to 10000 employees,Government,Government,,,47,74,Not specified,1,0,0,0,0,0,0
3.8,CA,51 to 200 employees,Company - Private,Business Services,,5.0,47,74,Not specified,1,0,0,0,0,0,0
3.6,CA,1001 to 5000 employees,Company - Public,Manufacturing,$2 to $5 billion (USD),40.0,47,74,Senior,1,0,1,0,1,0,0
4.6,CA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,47,74,Not specified,1,0,0,0,0,0,0
4.6,CA,1001 to 5000 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,47,74,Senior,1,1,0,0,0,0,0
4.1,CA,51 to 200 employees,Company - Private,Information Technology,$25 to $50 million (USD),,47,74,Not specified,1,0,0,0,0,0,0
,CA,1 to 50 employees,Nonprofit Organization,,,,47,74,Senior,0,1,1,0,0,0,0
5.0,CA,1 to 50 employees,Company - Private,Business Services,$1 to $5 million (USD),22.0,47,74,Senior,0,0,0,0,0,0,0
3.2,IN,1001 to 5000 employees,Subsidiary or Business Segment,Insurance,$100 to $500 million (USD),19.0,34,61,Not specified,1,1,1,1,1,1,0
3.3,IN,5001 to 10000 employees,Company - Public,Finance,$2 to $5 billion (USD),6.0,34,61,Not specified,0,1,1,0,0,0,0
3.5,IN,51 to 200 employees,Company - Private,Business Services,$10 to $25 million (USD),22.0,34,61,Not specified,1,0,0,0,0,0,0
4.2,IN,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),8.0,34,61,Not specified,1,1,1,0,0,1,0
2.8,IN,1 to 50 employees,Company - Private,"Restaurants, Bars & Food Services",Less than $1 million (USD),,34,61,Not specified,0,1,1,0,0,0,0
3.8,IN,51 to 200 employees,Company - Private,Information Technology,,5.0,34,61,Not specified,0,1,0,1,1,0,0
2.8,IN,1001 to 5000 employees,Company - Private,Information Technology,Less than $1 million (USD),22.0,34,61,Not specified,1,1,0,1,0,1,0
5.0,IN,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,34,61,Junior,0,1,1,0,0,0,1
3.6,IN,1001 to 5000 employees,Company - Private,Business Services,$25 to $50 million (USD),,34,61,Not specified,1,1,0,1,0,1,0
3.6,IN,1001 to 5000 employees,Company - Private,Business Services,$50 to $100 million (USD),19.0,34,61,Not specified,0,1,1,0,0,0,0
4.2,IN,1 to 50 employees,Company - Private,,Less than $1 million (USD),,34,61,Junior,0,1,0,1,0,0,0
4.6,IN,201 to 500 employees,Company - Private,Business Services,$50 to $100 million (USD),10.0,34,61,Not specified,0,1,1,0,0,1,1
5.0,IN,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,34,61,Not specified,0,1,1,0,0,0,1
3.1,IN,5001 to 10000 employees,Company - Public,Information Technology,$50 to $100 million (USD),22.0,34,61,Not specified,0,0,1,0,0,0,0
3.5,IN,10000+ employees,Company - Private,Transportation & Logistics,$10+ billion (USD),130.0,34,61,Not specified,0,0,1,0,0,0,0
4.0,IN,501 to 1000 employees,Company - Private,Information Technology,$50 to $100 million (USD),10.0,34,61,Senior,0,1,0,0,0,0,0
3.4,IN,1001 to 5000 employees,Company - Private,Health Care,$100 to $500 million (USD),69.0,34,61,Not specified,1,0,0,0,0,0,0
2.9,IN,1001 to 5000 employees,Subsidiary or Business Segment,Finance,$2 to $5 billion (USD),23.0,34,61,Senior,0,1,1,0,1,0,0
5.0,IN,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,34,61,Junior,0,1,1,0,0,0,1
3.5,IN,10000+ employees,Nonprofit Organization,Health Care,$2 to $5 billion (USD),145.0,34,61,Senior,1,1,0,0,1,1,1
2.8,IN,1 to 50 employees,Company - Private,"Restaurants, Bars & Food Services",Less than $1 million (USD),,34,61,Senior,0,1,1,0,0,0,0
4.0,IN,51 to 200 employees,Franchise,Retail,,,34,61,Not specified,0,1,0,1,0,0,0
2.7,IN,1001 to 5000 employees,Company - Public,Insurance,$2 to $5 billion (USD),41.0,34,61,Senior,1,1,0,0,0,0,0
3.3,WA,5001 to 10000 employees,Company - Private,Information Technology,$500 million to $1 billion (USD),24.0,35,67,Not specified,0,1,0,0,1,0,0
4.3,WA,1001 to 5000 employees,Company - Private,Finance,,9.0,35,67,Senior,1,1,0,1,1,1,0
3.3,WA,1001 to 5000 employees,Company - Private,Insurance,,23.0,35,67,Not specified,0,1,1,1,1,0,0
4.3,WA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),45.0,35,67,Not specified,1,1,1,0,0,0,0
4.6,WA,51 to 200 employees,Company - Private,Business Services,$25 to $50 million (USD),19.0,35,67,Not specified,0,1,1,1,1,0,0
3.6,WA,1001 to 5000 employees,Company - Public,Finance,$500 million to $1 billion (USD),103.0,35,67,Not specified,1,0,0,1,0,0,0
3.0,WA,1 to 50 employees,Company - Private,Business Services,Less than $1 million (USD),,35,67,Not specified,1,0,1,0,1,0,0
4.0,WA,10000+ employees,Company - Public,Retail,$10+ billion (USD),44.0,35,67,Not specified,1,1,1,0,1,0,0
3.5,WA,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),12.0,35,67,Not specified,0,1,1,0,1,0,0
4.3,WA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),45.0,35,67,Not specified,1,1,1,0,0,0,0
4.0,WA,10000+ employees,Company - Public,Retail,$10+ billion (USD),44.0,35,67,Not specified,1,1,1,0,1,0,0
3.7,WA,1001 to 5000 employees,Company - Public,Finance,$500 million to $1 billion (USD),24.0,35,67,Not specified,0,1,1,0,1,0,0
2.9,WA,1001 to 5000 employees,Company - Private,Aerospace & Defense,$10 to $25 million (USD),20.0,35,67,Not specified,1,1,0,1,1,1,0
5.0,WA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,35,67,Junior,0,1,1,0,0,0,1
4.7,WA,51 to 200 employees,Company - Private,Transportation & Logistics,$10 to $25 million (USD),23.0,35,67,Junior,0,0,1,0,0,0,0
5.0,WA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,35,67,Not specified,0,1,1,0,0,0,1
4.2,WA,51 to 200 employees,Company - Private,,,,35,67,Not specified,1,1,1,1,1,0,0
3.2,WA,501 to 1000 employees,Company - Public,Information Technology,$25 to $50 million (USD),28.0,35,67,Not specified,0,1,0,0,1,0,0
3.9,WA,1001 to 5000 employees,Nonprofit Organization,Non-Profit,$100 to $500 million (USD),45.0,35,67,Not specified,1,1,0,1,0,0,1
3.8,WA,1 to 50 employees,Company - Private,Accounting & Legal,Less than $1 million (USD),,35,67,Not specified,0,0,0,0,0,0,0
2.9,WA,10000+ employees,Company - Public,Information Technology,$5 to $10 billion (USD),75.0,35,67,Not specified,0,0,0,0,0,0,0
3.0,WA,201 to 500 employees,Company - Private,Business Services,$50 to $100 million (USD),22.0,35,67,Not specified,0,1,1,1,1,0,0
3.4,WA,501 to 1000 employees,Company - Private,Business Services,,,35,67,Not specified,0,1,0,0,0,0,0
3.5,WA,51 to 200 employees,Company - Private,,,,35,67,Not specified,0,0,0,0,0,0,0
3.7,WA,1001 to 5000 employees,Company - Public,Finance,$500 million to $1 billion (USD),24.0,35,67,Senior,0,1,1,0,1,0,0
4.3,WA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),45.0,55,101,Not specified,1,1,0,0,0,0,0
4.4,WA,51 to 200 employees,Company - Private,Business Services,$25 to $50 million (USD),19.0,55,101,Not specified,1,0,1,0,0,0,0
3.9,WA,1001 to 5000 employees,Nonprofit Organization,Non-Profit,$100 to $500 million (USD),45.0,55,101,Not specified,1,1,0,1,0,0,1
3.7,WA,51 to 200 employees,Company - Private,Business Services,$50 to $100 million (USD),21.0,55,101,Not specified,0,1,0,0,1,0,0
4.0,WA,5001 to 10000 employees,Company - Public,Media,$10+ billion (USD),,55,101,Senior,0,1,0,0,1,0,0
3.7,WA,51 to 200 employees,Company - Private,Business Services,$50 to $100 million (USD),21.0,55,101,Not specified,0,1,0,0,0,0,0
4.0,WA,10000+ employees,Company - Public,Retail,$10+ billion (USD),44.0,55,101,Not specified,1,0,0,0,0,0,0
3.6,WA,1001 to 5000 employees,Company - Private,Information Technology,$100 to $500 million (USD),4.0,55,101,Not specified,0,1,0,0,0,0,0
4.3,WA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),45.0,55,101,Senior,1,1,1,0,0,0,0
4.6,WA,51 to 200 employees,Company - Private,Business Services,$25 to $50 million (USD),19.0,55,101,Senior,0,1,0,1,0,0,0
4.3,WA,10000+ employees,Company - Public,Information Technology,$10+ billion (USD),45.0,55,101,Not specified,1,1,0,0,0,0,0
5.0,WA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,55,101,Junior,0,1,1,0,0,0,1
3.5,WA,1 to 50 employees,Company - Private,Information Technology,$10 to $25 million (USD),28.0,55,101,Senior,0,1,1,0,1,0,0
4.2,WA,51 to 200 employees,Company - Private,Business Services,$25 to $50 million (USD),30.0,55,101,Not specified,1,1,1,0,0,0,0
4.6,WA,1 to 50 employees,Nonprofit Organization,Information Technology,$5 to $10 million (USD),8.0,55,101,Not specified,0,1,0,0,0,0,0
4.5,WA,201 to 500 employees,Company - Private,Business Services,$10 to $25 million (USD),14.0,55,101,Senior,0,0,0,0,0,0,0
3.6,WA,1001 to 5000 employees,Company - Private,Information Technology,$100 to $500 million (USD),30.0,55,101,Senior,0,0,0,0,1,0,0
3.4,WA,501 to 1000 employees,Company - Private,Business Services,,,55,101,Not specified,0,0,0,0,0,0,0
4.1,WA,10000+ employees,College / University,Education,$2 to $5 billion (USD),144.0,55,101,Senior,0,0,0,0,0,1,1
4.4,WA,51 to 200 employees,Company - Private,Business Services,$25 to $50 million (USD),19.0,55,101,Not specified,1,0,1,0,0,0,0
4.2,GA,10000+ employees,College / University,Education,$2 to $5 billion (USD),235.0,32,56,Not specified,1,0,0,0,0,0,0
5.0,GA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,32,56,Junior,0,1,1,0,0,0,1
5.0,GA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,32,56,Not specified,0,1,1,0,0,0,1
5.0,GA,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,32,56,Junior,0,1,1,0,0,0,1
3.8,KS,1 to 50 employees,Company - Private,Information Technology,$1 to $5 million (USD),5.0,36,67,Not specified,0,0,0,0,0,0,0
3.4,KS,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),23.0,36,67,Not specified,0,0,0,0,0,0,0
3.8,CO,201 to 500 employees,Company - Public,Information Technology,$100 to $500 million (USD),19.0,57,67,Not specified,1,1,0,1,0,1,0
4.0,CO,5001 to 10000 employees,Company - Public,Information Technology,$2 to $5 billion (USD),38.0,57,67,Not specified,0,0,0,0,1,0,0
3.6,CO,51 to 200 employees,Company - Private,Information Technology,,10.0,57,67,Not specified,1,1,0,1,0,0,0
4.0,CO,1001 to 5000 employees,Company - Public,Information Technology,$1 to $2 billion (USD),12.0,57,67,Senior,0,1,0,1,0,0,0
3.8,CO,1 to 50 employees,Company - Private,Information Technology,$10 to $25 million (USD),15.0,57,67,Not specified,1,0,1,0,1,0,0
3.1,CO,201 to 500 employees,Company - Private,Business Services,$25 to $50 million (USD),24.0,57,67,Not specified,0,1,1,0,0,0,0
4.3,CO,51 to 200 employees,Company - Private,Information Technology,$10 to $25 million (USD),23.0,57,67,Not specified,0,1,0,1,0,0,0
2.9,CO,10000+ employees,Company - Public,Information Technology,$5 to $10 billion (USD),75.0,57,67,Not specified,0,1,0,1,1,1,0
3.2,CO,201 to 500 employees,Company - Private,Business Services,$5 to $10 million (USD),27.0,57,67,Not specified,0,1,1,0,0,0,0
3.8,CO,51 to 200 employees,Company - Private,Business Services,$100 to $500 million (USD),20.0,57,67,Not specified,0,0,0,0,0,0,0
5.0,CO,1 to 50 employees,Company - Private,Health Care,,2.0,57,67,Not specified,1,1,1,0,0,0,0
4.1,CO,10000+ employees,Company - Private,Information Technology,$500 million to $1 billion (USD),29.0,57,67,Not specified,0,1,0,0,0,0,0
3.9,CO,51 to 200 employees,Company - Private,Information Technology,$1 to $5 million (USD),7.0,57,67,Not specified,1,1,0,1,1,1,0
3.4,CO,501 to 1000 employees,Company - Private,Information Technology,$100 to $500 million (USD),23.0,57,67,Not specified,0,1,1,0,0,0,0
4.0,CO,51 to 200 employees,Company - Private,Travel & Tourism,,5.0,57,67,Not specified,1,1,0,1,1,1,0
3.3,CO,201 to 500 employees,Company - Private,Information Technology,$25 to $50 million (USD),15.0,57,67,Not specified,0,0,0,0,1,0,0
5.0,CO,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,57,67,Junior,0,1,1,0,0,0,1
3.5,CO,10000+ employees,Company - Public,"Oil, Gas, Energy & Utilities",$10+ billion (USD),111.0,57,67,Not specified,0,0,1,0,0,0,0
3.7,CO,10000+ employees,Company - Public,Aerospace & Defense,$10+ billion (USD),104.0,57,67,Not specified,0,0,0,0,0,0,0
3.7,CO,51 to 200 employees,Company - Private,Business Services,$1 to $5 million (USD),16.0,57,67,Not specified,0,1,1,0,0,0,0
3.6,CO,1001 to 5000 employees,Company - Private,Information Technology,$100 to $500 million (USD),15.0,57,67,Not specified,0,1,0,1,0,0,0
3.8,CO,1001 to 5000 employees,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),25.0,57,67,Not specified,0,1,0,0,1,0,0
5.0,CO,51 to 200 employees,Company - Private,Information Technology,$50 to $100 million (USD),12.0,57,67,Not specified,0,1,1,0,0,0,1
4.8,CO,51 to 200 employees,Company - Private,Business Services,$5 to $10 million (USD),,57,67,Not specified,0,0,0,0,0,0,0
5.0,CO,51 to 200 employees,Company - Private,Information Technology,$1 to $5 million (USD),,57,67,Not specified,0,1,0,1,0,0,0
4.6,CO,201 to 500 employees,Company - Private,Information Technology,,27.0,57,67,Not specified,0,0,0,0,0,0,0
3.5,CO,501 to 1000 employees,Company - Private,Information Technology,,8.0,49,91,Senior,1,1,0,1,0,0,0
3.7,CO,501 to 1000 employees,Company - Private,Information Technology,$25 to $50 million (USD),20.0,49,91,Not specified,0,1,1,0,0,0,0
3.3,CO,10000+ employees,Government,Government,,,49,91,Not specified,1,0,1,0,0,0,0
4.1,CO,10000+ employees,Company - Private,Information Technology,$500 million to $1 billion (USD),29.0,49,91,Not specified,0,1,0,0,1,0,0
